Label,z_mean,z_std,z_aad,z_min,z_max,z_maxmin_diff,z_median,z_mad,z_IQR,z_neg_count,z_pos_count,z_above_mean,z_peak_count,z_skewness,z_kurtosis,z_energy,avg_result_accl,sma,z_mean_fft,z_std_fft,z_aad_fft,z_min_fft,z_max_fft,z_maxmin_diff_fft,z_median_fft,z_mad_fft,z_IQR_fft,z_above_mean_fft,z_peak_count_fft,z_skewness_fft,z_kurtosis_fft,z_energy_fft,avg_result_accl_fft
1,106.13,4.339711972009202,1.8159999999999992,82,129,47,106.0,1.0,1.0,0,100,40,25,-0.9141918041890427,18.72468159141632,11282.410000000002,269.9707809693845,372.67,37.487164026034876,21.88224241902907,18.304591304992236,6.4936843428309174,90.30555100799955,83.81186666516864,30.16799876715489,12.561623092158799,28.913515432936865,21,18,0.7924095495084506,-0.37128835108218095,1884.119999999998,222.3274907152868
1,106.28,4.7245740548752115,2.2656,82,129,47,106.0,1.0,1.0,0,100,49,25,-1.0253370230752368,13.398472595244765,11317.759999999998,270.27178069326436,373.53999999999996,42.701413886861445,20.926281372067912,16.09811809308677,6.305852115447811,103.00485425454472,96.69900213909692,41.80572798860413,12.058688953786692,26.907703056449968,23,17,0.8445015031851922,0.7220584679129876,2261.3199999999997,236.4076375006319
1,106.74,4.638146181396184,2.376400000000001,82,129,47,107.0,1.0,2.0,0,100,57,28,-0.7218324718215395,12.594567695843905,11414.939999999999,269.29639268327577,372.85,38.78790446264859,25.684595916549757,19.380108301716273,0.23672222644052804,124.7781662741157,124.54144404767517,32.58393322315062,13.207260025519696,25.6800911142667,18,17,1.23231779283671,1.52852574397268,2164.199999999999,251.31608584048823
1,106.96,3.013038333642637,1.6520000000000021,93,116,23,107.0,1.0,2.0,0,100,65,27,-1.477340329782375,9.017945270767997,11449.519999999997,268.87679092978783,370.16,25.18302008115547,16.777827618381377,12.642401207257286,3.828819857088665,85.93659657618919,82.10777671910053,21.559432356765015,8.887326111288013,17.699415621979114,19,20,1.332532944175818,2.021705712994893,915.6800000000002,194.46671035532654
1,106.95,3.3237779709240507,1.9089999999999991,93,116,23,107.0,1.0,2.0,0,100,69,26,-1.1931759694565278,6.05421199298776,11449.35,268.84069901124536,370.49,27.921525197802943,18.794372312701913,14.915144329025052,5.666926593507669,97.63634893301865,91.96942233951098,21.71702967091486,10.261594642643882,24.172211839666222,20,19,1.3649509622041285,2.0985274686636597,1132.8400000000008,215.36511513799817
1,106.96,2.4694938752708016,1.4144000000000023,94,115,21,107.0,1.0,2.0,0,100,68,25,-1.1293606598962491,9.631192713408002,11446.540000000003,268.1821172687162,368.47,21.65674965677273,12.192833727393898,9.409799181362029,4.991424868705551,57.17888984754549,52.18746497883994,19.37825566598526,7.136917640529454,15.084910107782779,20,17,1.139122399292813,0.9107133241956902,617.6799999999998,148.7291951619424
1,107.16,2.407155998268496,1.4791999999999996,98,116,18,107.0,1.0,2.0,0,100,44,24,0.11719164779526009,5.032244608757255,11489.059999999998,268.8811688146036,368.71000000000004,21.18062383733458,11.775447926144198,9.068649017631966,3.018466640304377,53.31915929533475,50.300692655030375,18.705193953094252,6.658730221648007,14.760970283784147,20,16,1.057502023211183,0.8212604917879873,587.2799999999995,132.01381881464624
1,107.24,3.25613267542955,1.7479999999999989,98,128,30,107.0,1.0,2.0,0,100,40,23,2.5157981094254342,16.053440672043344,11511.020000000002,268.6729420896676,368.9,29.436653702859157,14.597377119809865,11.842891310373316,2.626156010590074,69.42963495204923,66.80347894145915,30.874809360511122,11.08007775138087,19.44951090087816,28,15,0.17329829384795029,-0.2659011300283103,1079.6000000000001,154.74192653592766
1,107.32,2.9116318448595107,1.4631999999999983,100,128,28,107.0,1.0,2.0,0,100,37,20,3.6659382032572103,24.69644573407513,11526.060000000001,268.61788244929016,368.51000000000005,25.705251639606836,13.883804887151435,10.6267820785679,1.5392253783718435,58.54912467321778,57.00989929484594,23.824027451188194,7.1424564518413405,13.763359016230506,21,21,0.6814943393289479,0.007879586940984673,853.52,122.22836333055153
1,107.36,3.245057780687425,1.6847999999999996,98,128,30,107.0,1.0,2.0,0,100,41,21,2.7279988409775675,16.671300587715674,11536.699999999999,268.2991982797477,368.28000000000003,28.596044857670044,15.351423989263095,12.754450102279401,3.0862196117343053,62.59708780496366,59.51086819322935,25.889353500503034,10.86496046296698,20.807983213453312,24,16,0.42869768549207,-0.5198672031335438,1053.3999999999999,133.98963730150135
1,107.3,2.7982137159266443,1.2919999999999994,98,128,30,107.0,1.0,1.25,0,100,38,22,4.075123021946681,30.616334659405126,11521.119999999999,268.51274168755845,368.36000000000007,24.54145090719262,13.44905897711264,11.47511470185755,1.1656198283190193,56.153300843180965,54.98768101486195,21.60802312615148,9.06706451171458,22.144500844285492,20,18,0.4307047911778929,-0.7895606703012858,783.1599999999999,99.24998178825282
1,107.16,3.6734724716540343,1.5896,79,120,41,107.0,1.0,1.25,0,100,47,22,-3.9886260879333695,34.31286057782199,11496.76,268.7452038082854,368.94000000000005,32.822328288636506,16.670175935273484,14.188483279381547,8.305977471839483,76.5168444159061,68.21086694406662,27.052012985547602,11.030786744353604,25.11469629433348,23,20,0.6885963295285678,-0.3066248463730079,1355.1999999999994,163.0785510062002
0,107.28,3.6744523401453995,1.5832,79,120,41,108.0,1.0,1.0,0,100,53,27,-4.0777923091326445,34.8019711955627,11522.5,268.5261767388665,368.90000000000003,32.20441221270157,17.784145580668156,14.769558440814356,5.294460565838205,79.54748171215569,74.25302114631748,27.739756923685434,12.519127368168434,27.173161307936397,19,19,0.6832643132779418,-0.35671586199656247,1353.4000000000005,167.61905125293006
1,107.43,3.499299929985997,1.538399999999999,79,120,41,108.0,1.0,1.0,0,100,56,28,-4.909900421149228,42.52355510363772,11553.45,268.9839384476611,369.54,32.54493678757819,13.760344817356124,11.67817525903988,4.270479524539162,66.49040721497694,62.21992769043778,33.43153937180932,12.146612834925374,22.820408425016847,26,18,0.20749533816940227,-0.6920477001027168,1248.5199999999995,174.50730024290726
1,106.95,5.9133323938368285,2.3579999999999983,62,120,58,108.0,1.0,1.0,0,100,78,30,-5.358712101131633,35.800806025801926,11473.270000000002,270.3533692788677,372.42,53.549457701213214,27.116334190040824,22.22876398685316,14.591910089066618,116.07994545429193,101.48803536522531,46.27649174911503,16.410496703933454,32.90611382953764,20,12,0.6520947412029618,-0.5332948043676784,3602.8399999999997,276.29514050510903
1,107.26,4.973168004401218,1.7739999999999998,62,113,51,108.0,1.0,1.0,0,100,55,29,-7.5896027681670315,65.94463238962314,11529.44,270.24947666432183,371.8,47.620631304532836,15.46465240985869,12.744433914414042,22.228541799371463,85.35091699870551,63.12237519933405,43.91569482407266,10.00913500477331,20.490795951250504,22,18,0.5371031313140364,-0.2582768362878656,2506.8800000000015,240.0825542590646
1,107.6,6.589385403814228,2.68,62,132,70,108.0,1.0,2.0,0,100,60,29,-3.8836380158679473,27.290381926152293,11621.179999999997,270.57222552555356,374.46999999999997,60.411791533455904,28.294441922721603,23.145450453347703,6.564724589472113,124.60414956617736,118.03942497670525,55.64452985157576,17.890266157369677,37.638029745631734,22,19,0.4305019881570747,-0.4790913019287233,4450.160000000001,298.477274090853
1,107.65,6.532036435905727,2.5009999999999986,62,132,70,108.0,1.0,2.0,0,100,63,28,-4.010776930163831,28.48223448818442,11631.19,270.3739757123396,374.14,59.76337640062951,28.232938940122423,22.89341516784824,13.244212836174249,122.02659547633124,108.78238264015698,57.174253395263044,21.44373155990787,41.15171114198472,24,20,0.5075182794993618,-0.539609377512118,4368.760000000002,292.8937783593298
1,108.38,5.476823897114093,2.3483999999999994,76,132,56,108.0,1.0,2.0,0,100,41,28,-0.9841079069098742,18.566624792594872,11776.219999999998,268.4259867992845,371.54999999999995,48.825204048562995,26.82721471968694,21.92702311604837,2.622862576374535,105.56037357930545,102.93751100293092,50.01700026619639,19.492913253897353,35.98079129314972,26,19,0.3276140068549178,-0.6777023854509516,3103.6,287.5092991484818
1,108.36,5.463551958204479,2.2735999999999996,76,132,56,108.0,1.0,2.0,0,100,37,29,-0.9797403927251418,18.761922264964586,11771.74,268.4620128051241,371.58000000000004,48.54232635408834,26.99412069568448,21.829944814222277,3.0293017393840764,103.14080919645862,100.11150745707454,48.21998835867003,20.689430369781427,37.91168156089851,25,19,0.35482734424550644,-0.7485700096500754,3085.0400000000004,287.52491223684484
1,107.75,7.809449404407458,2.265,39,132,93,108.0,1.0,2.0,0,100,73,27,-6.672675289525236,58.528175997277174,11671.05,268.16913152566286,369.63,72.50669927923178,29.085022943622544,24.22524948873217,17.984336529855046,132.60194295384505,114.61760642399001,71.4787183129412,24.745122017835286,46.64440605940039,25,22,0.10387983966442335,-0.8278478688939286,6103.160000000001,239.81306980596426
1,107.58,8.824035358043394,2.9364,39,132,93,108.0,1.0,2.0,0,100,71,28,-5.296798920543122,37.777114477520485,11651.32,268.41944462563885,370.48999999999995,80.44459084373592,36.69315745454346,29.426137399922244,9.09931855996192,173.66321437146433,164.56389581150242,77.05308276060109,22.4759938071561,45.22399329793612,23,18,0.41021075092946047,-0.1581727421212662,7817.72,261.3802289068833
